order_id,item,category,quantity,price
51623,Poha,Breakfast,1,60
51623,Upma,Breakfast,1,60
51624,Poha,Breakfast,1,60
51624,Misal pav,Breakfast,1,90
51624,Jalebi,Sweets,1,40
51625,Masala chai,Chai & coffee,1,30
51625,Jalebi,Sweets,1,40
51625,Poha,Breakfast,1,60
51626,Idli,Breakfast,1,50
51626,Poha,Breakfast,1,60
51626,Upma,Breakfast,1,60
51627,Cold coffee,Chai & coffee,1,90
51627,Jalebi,Sweets,1,40
51627,Idli,Breakfast,1,50
51628,Masala dosa,Breakfast,1,90
51628,Upma,Breakfast,1,60
51628,Poha,Breakfast,1,60
51628,Masala chai,Chai & coffee,1,30
51629,Upma,Breakfast,1,60
51629,Masala chai,Chai & coffee,1,30
51629,Misal pav,Breakfast,1,90
51629,Jalebi,Sweets,1,40
51630,Filter coffee,Chai & coffee,1,40
51630,Pesarattu,Breakfast,1,80
51631,Masala chai,Chai & coffee,1,30
51632,Orange juice,Juice,1,70
51632,Masala dosa,Breakfast,1,90
51633,Masala dosa,Breakfast,2,90
51634,Orange juice,Juice,2,70
51635,Masala dosa,Breakfast,2,90
51635,Orange juice,Juice,2,70
51636,Idli,Breakfast,2,50
51636,Masala dosa,Breakfast,1,90
51637,Masala dosa,Breakfast,1,90
51638,Orange juice,Juice,3,70
51638,Masala dosa,Breakfast,2,90
51639,Vada pav,Snacks,1,30
51639,Idli,Breakfast,3,50
51640,Pesarattu,Breakfast,1,80
51641,Orange juice,Juice,1,70
51641,Pesarattu,Breakfast,2,80
51642,Cold coffee,Chai & coffee,2,90
51643,Jalebi,Sweets,2,40
51644,Sandwich,Snacks,1,70
51645,Pesarattu,Breakfast,3,80
51645,Orange juice,Juice,1,70
51645,Misal pav,Breakfast,2,90
51645,Vada pav,Snacks,1,30
51646,Idli,Breakfast,2,50
51646,Masala chai,Chai & coffee,2,30
51646,Pesarattu,Breakfast,2,80
51647,Masala chai,Chai & coffee,1,30
51647,Idli,Breakfast,1,50
51647,Pesarattu,Breakfast,3,80
51648,Upma,Breakfast,1,60
51649,Filter coffee,Chai & coffee,1,40
51649,Idli,Breakfast,1,50
51650,Misal pav,Breakfast,2,90
51650,Poha,Breakfast,1,60
51651,Poha,Breakfast,1,60
51652,Idli,Breakfast,1,50
51653,Pesarattu,Breakfast,1,80
51654,Orange juice,Juice,2,70
51655,Masala chai,Chai & coffee,1,30
51656,Upma,Breakfast,2,60
51656,Pesarattu,Breakfast,2,80
51657,Pesarattu,Breakfast,1,80
51658,Misal pav,Breakfast,2,90
51659,Cold coffee,Chai & coffee,1,90
51659,Masala chai,Chai & coffee,2,30
51659,Poha,Breakfast,1,60
51660,Cold coffee,Chai & coffee,2,90
51661,Vada pav,Snacks,1,30
51661,Filter coffee,Chai & coffee,2,40
51661,Poha,Breakfast,1,60
51662,Sandwich,Snacks,3,70
51663,Misal pav,Breakfast,2,90
51664,Misal pav,Breakfast,1,90
51665,Cold coffee,Chai & coffee,3,90
51665,Orange juice,Juice,1,70
51666,Vada pav,Snacks,2,30
51666,Misal pav,Breakfast,2,90
51667,Vada pav,Snacks,2,30
51668,Cold coffee,Chai & coffee,3,90
51669,Poha,Breakfast,2,60
51670,Cold coffee,Chai & coffee,2,90
51670,Poha,Breakfast,2,60
51671,Idli,Breakfast,2,50
51671,Cold coffee,Chai & coffee,2,90
51672,Vada pav,Snacks,1,30
51672,Sandwich,Snacks,2,70
51672,Masala chai,Chai & coffee,2,30
51673,Sandwich,Snacks,1,70
51673,Cold coffee,Chai & coffee,1,90
51673,Masala dosa,Breakfast,1,90
51674,Poha,Breakfast,1,60
51674,Misal pav,Breakfast,1,90
51674,Filter coffee,Chai & coffee,1,40
51674,Masala chai,Chai & coffee,1,30
51675,Filter coffee,Chai & coffee,1,40
51675,Vada pav,Snacks,1,30
51675,Orange juice,Juice,1,70
51675,Pesarattu,Breakfast,1,80
51675,Masala chai,Chai & coffee,2,30
51676,Cold coffee,Chai & coffee,1,90
51676,Misal pav,Breakfast,1,90
51676,Jalebi,Sweets,1,40
51676,Poha,Breakfast,1,60
51677,Masala chai,Chai & coffee,1,30
51677,Poha,Breakfast,1,60
51677,Vada pav,Snacks,1,30
51677,Misal pav,Breakfast,1,90
51678,Misal pav,Breakfast,1,90
51678,Upma,Breakfast,1,60
51678,Masala dosa,Breakfast,1,90
51678,Masala chai,Chai & coffee,1,30
51679,Orange juice,Juice,1,70
51679,Masala chai,Chai & coffee,2,30
51679,Idli,Breakfast,1,50
51679,Misal pav,Breakfast,1,90
51679,Cold coffee,Chai & coffee,1,90
51680,Masala chai,Chai & coffee,1,30
51680,Poha,Breakfast,1,60
51680,Jalebi,Sweets,1,40
51681,Filter coffee,Chai & coffee,1,40
51681,Cold coffee,Chai & coffee,1,90
51681,Poha,Breakfast,1,60
51681,Orange juice,Juice,1,70
51682,Jalebi,Sweets,1,40
51683,Masala dosa,Breakfast,3,90
51683,Upma,Breakfast,3,60
51683,Vada pav,Snacks,2,30
51684,Filter coffee,Chai & coffee,2,40
51685,Upma,Breakfast,1,60
51685,Masala dosa,Breakfast,2,90
51685,Idli,Breakfast,1,50
51686,Pesarattu,Breakfast,1,80
51686,Masala dosa,Breakfast,3,90
51687,Masala dosa,Breakfast,2,90
51688,Orange juice,Juice,3,70
51688,Idli,Breakfast,1,50
51689,Idli,Breakfast,1,50
51689,Jalebi,Sweets,2,40
51690,Pesarattu,Breakfast,1,80
51691,Masala dosa,Breakfast,2,90
51691,Upma,Breakfast,3,60
51691,Sandwich,Snacks,1,70
51692,Jalebi,Sweets,3,40
51693,Masala chai,Chai & coffee,2,30
51693,Masala dosa,Breakfast,1,90
51693,Pesarattu,Breakfast,2,80
51694,Filter coffee,Chai & coffee,1,40
51694,Misal pav,Breakfast,2,90
51695,Idli,Breakfast,2,50
51696,Cold coffee,Chai & coffee,2,90
51696,Masala dosa,Breakfast,2,90
51696,Filter coffee,Chai & coffee,1,40
51697,Orange juice,Juice,1,70
51698,Idli,Breakfast,2,50
51698,Jalebi,Sweets,1,40
51699,Cold coffee,Chai & coffee,3,90
51700,Filter coffee,Chai & coffee,2,40
51701,Idli,Breakfast,1,50
51702,Misal pav,Breakfast,2,90
51703,Vada pav,Snacks,1,30
51703,Cold coffee,Chai & coffee,2,90
51703,Upma,Breakfast,1,60
51704,Vada pav,Snacks,2,30
51704,Cold coffee,Chai & coffee,2,90
51705,Cold coffee,Chai & coffee,2,90
51706,Cold coffee,Chai & coffee,1,90
51707,Misal pav,Breakfast,2,90
51707,Vada pav,Snacks,1,30
51708,Pesarattu,Breakfast,1,80
51708,Orange juice,Juice,1,70
51708,Poha,Breakfast,1,60
51709,Idli,Breakfast,1,50
51709,Pesarattu,Breakfast,1,80
51709,Masala chai,Chai & coffee,1,30
51709,Poha,Breakfast,1,60
51710,Poha,Breakfast,1,60
51710,Misal pav,Breakfast,1,90
51711,Misal pav,Breakfast,1,90
51711,Masala chai,Chai & coffee,1,30
51711,Idli,Breakfast,1,50
51712,Misal pav,Breakfast,1,90
51712,Idli,Breakfast,1,50
51712,Orange juice,Juice,1,70
51712,Masala chai,Chai & coffee,1,30
51712,Poha,Breakfast,1,60
51713,Masala dosa,Breakfast,2,90
51713,Misal pav,Breakfast,3,90
51714,Sandwich,Snacks,1,70
51715,Masala dosa,Breakfast,1,90
51715,Orange juice,Juice,1,70
51715,Upma,Breakfast,1,60
51716,Masala dosa,Breakfast,3,90
51716,Idli,Breakfast,2,50
51717,Poha,Breakfast,3,60
51718,Filter coffee,Chai & coffee,3,40
51718,Pesarattu,Breakfast,2,80
51719,Masala dosa,Breakfast,1,90
51720,Misal pav,Breakfast,1,90
51721,Masala chai,Chai & coffee,1,30
51721,Poha,Breakfast,1,60
51721,Pesarattu,Breakfast,2,80
51721,Sandwich,Snacks,1,70
51722,Cold coffee,Chai & coffee,1,90
51723,Upma,Breakfast,1,60
51723,Sandwich,Snacks,1,70
51724,Sandwich,Snacks,1,70
51724,Cold coffee,Chai & coffee,1,90
51725,Misal pav,Breakfast,1,90
51726,Filter coffee,Chai & coffee,2,40
51726,Poha,Breakfast,2,60
51727,Vada pav,Snacks,2,30
51728,Misal pav,Breakfast,1,90
51729,Filter coffee,Chai & coffee,3,40
51729,Cold coffee,Chai & coffee,2,90
51730,Vada pav,Snacks,2,30
51731,Sandwich,Snacks,2,70
51732,Cold coffee,Chai & coffee,2,90
51733,Cold coffee,Chai & coffee,2,90
51733,Filter coffee,Chai & coffee,1,40
51734,Sandwich,Snacks,3,70
51735,Sandwich,Snacks,1,70
51736,Misal pav,Breakfast,2,90
51737,Masala chai,Chai & coffee,1,30
51738,Vada pav,Snacks,3,30
51738,Cold coffee,Chai & coffee,2,90
51739,Cold coffee,Chai & coffee,1,90
51740,Sandwich,Snacks,1,70
51740,Poha,Breakfast,1,60
51740,Masala chai,Chai & coffee,1,30
51740,Misal pav,Breakfast,1,90
51741,Jalebi,Sweets,1,40
51741,Misal pav,Breakfast,1,90
51741,Poha,Breakfast,1,60
51741,Masala dosa,Breakfast,1,90
51742,Cold coffee,Chai & coffee,1,90
51742,Masala chai,Chai & coffee,1,30
51742,Filter coffee,Chai & coffee,1,40
51742,Masala dosa,Breakfast,1,90
51742,Orange juice,Juice,1,70
51743,Masala chai,Chai & coffee,1,30
51743,Misal pav,Breakfast,1,90
51743,Filter coffee,Chai & coffee,1,40
51743,Poha,Breakfast,1,60
51744,Vada pav,Snacks,1,30
51744,Pesarattu,Breakfast,1,80
51744,Misal pav,Breakfast,1,90
51744,Upma,Breakfast,1,60
51745,Cold coffee,Chai & coffee,1,90
51745,Masala dosa,Breakfast,1,90
51745,Orange juice,Juice,1,70
51746,Masala dosa,Breakfast,2,90
51746,Filter coffee,Chai & coffee,1,40
51746,Idli,Breakfast,1,50
51747,Upma,Breakfast,2,60
51747,Cold coffee,Chai & coffee,3,90
51748,Idli,Breakfast,1,50
51748,Orange juice,Juice,1,70
51749,Vada pav,Snacks,1,30
51749,Poha,Breakfast,1,60
51749,Pesarattu,Breakfast,1,80
51750,Filter coffee,Chai & coffee,2,40
51750,Misal pav,Breakfast,2,90
51751,Masala chai,Chai & coffee,1,30
51752,Masala dosa,Breakfast,3,90
51753,Cold coffee,Chai & coffee,1,90
51753,Filter coffee,Chai & coffee,1,40
51754,Pesarattu,Breakfast,1,80
51755,Jalebi,Sweets,1,40
51755,Pesarattu,Breakfast,2,80
51756,Upma,Breakfast,3,60
51757,Orange juice,Juice,1,70
51758,Pesarattu,Breakfast,1,80
51758,Masala chai,Chai & coffee,1,30
51759,Poha,Breakfast,2,60
51760,Orange juice,Juice,1,70
51760,Pesarattu,Breakfast,2,80
51761,Misal pav,Breakfast,1,90
51761,Idli,Breakfast,1,50
51761,Filter coffee,Chai & coffee,1,40
51762,Vada pav,Snacks,2,30
51762,Orange juice,Juice,1,70
51762,Sandwich,Snacks,1,70
51763,Cold coffee,Chai & coffee,1,90
51764,Jalebi,Sweets,2,40
51764,Masala dosa,Breakfast,1,90
51765,Masala dosa,Breakfast,2,90
51765,Misal pav,Breakfast,1,90
51766,Pesarattu,Breakfast,1,80
51766,Jalebi,Sweets,2,40
51767,Cold coffee,Chai & coffee,3,90
51768,Poha,Breakfast,1,60
51769,Jalebi,Sweets,2,40
51770,Cold coffee,Chai & coffee,2,90
51770,Pesarattu,Breakfast,3,80
51771,Vada pav,Snacks,2,30
51772,Upma,Breakfast,2,60
51773,Misal pav,Breakfast,3,90
51774,Misal pav,Breakfast,2,90
51775,Vada pav,Snacks,2,30
51776,Sandwich,Snacks,2,70
51776,Masala chai,Chai & coffee,1,30
51777,Vada pav,Snacks,1,30
51777,Cold coffee,Chai & coffee,1,90
51778,Pesarattu,Breakfast,2,80
51779,Upma,Breakfast,1,60
51779,Masala dosa,Breakfast,1,90
51779,Filter coffee,Chai & coffee,1,40
51780,Vada pav,Snacks,1,30
51780,Misal pav,Breakfast,1,90
51780,Cold coffee,Chai & coffee,1,90
51780,Masala chai,Chai & coffee,1,30
51780,Poha,Breakfast,1,60
51781,Orange juice,Juice,1,70
51781,Cold coffee,Chai & coffee,1,90
51781,Sandwich,Snacks,1,70
51782,Cold coffee,Chai & coffee,1,90
51782,Masala dosa,Breakfast,1,90
51782,Jalebi,Sweets,1,40
51782,Sandwich,Snacks,1,70
51782,Misal pav,Breakfast,1,90
51783,Pesarattu,Breakfast,1,80
51783,Upma,Breakfast,1,60
51784,Orange juice,Juice,1,70
51784,Misal pav,Breakfast,1,90
51784,Vada pav,Snacks,1,30
51784,Poha,Breakfast,1,60
51785,Orange juice,Juice,1,70
51785,Misal pav,Breakfast,1,90
51786,Poha,Breakfast,1,60
51786,Orange juice,Juice,1,70
51786,Masala chai,Chai & coffee,1,30
51787,Orange juice,Juice,1,70
51787,Poha,Breakfast,1,60
51787,Upma,Breakfast,1,60
51788,Masala chai,Chai & coffee,1,30
51788,Idli,Breakfast,1,50
51788,Poha,Breakfast,1,60
51788,Misal pav,Breakfast,1,90
51789,Cold coffee,Chai & coffee,1,90
51789,Masala dosa,Breakfast,1,90
51789,Upma,Breakfast,1,60
51789,Masala chai,Chai & coffee,1,30
51789,Poha,Breakfast,1,60
51790,Vada pav,Snacks,1,30
51790,Masala dosa,Breakfast,1,90
51790,Cold coffee,Chai & coffee,1,90
51790,Masala chai,Chai & coffee,3,30
51791,Idli,Breakfast,1,50
51791,Upma,Breakfast,2,60
51791,Masala dosa,Breakfast,3,90
51791,Cold coffee,Chai & coffee,1,90
51792,Orange juice,Juice,1,70
51792,Masala dosa,Breakfast,2,90
51793,Masala dosa,Breakfast,1,90
51794,Idli,Breakfast,2,50
51794,Cold coffee,Chai & coffee,1,90
51795,Filter coffee,Chai & coffee,2,40
51795,Sandwich,Snacks,2,70
51796,Masala dosa,Breakfast,1,90
51796,Filter coffee,Chai & coffee,3,40
51797,Idli,Breakfast,1,50
51797,Masala dosa,Breakfast,2,90
51798,Pesarattu,Breakfast,1,80
51799,Cold coffee,Chai & coffee,2,90
51800,Filter coffee,Chai & coffee,1,40
51800,Masala dosa,Breakfast,3,90
51800,Poha,Breakfast,1,60
51801,Jalebi,Sweets,1,40
51802,Orange juice,Juice,2,70
51803,Poha,Breakfast,2,60
51804,Sandwich,Snacks,1,70
51804,Pesarattu,Breakfast,2,80
51805,Misal pav,Breakfast,3,90
51805,Poha,Breakfast,1,60
51806,Cold coffee,Chai & coffee,2,90
51807,Cold coffee,Chai & coffee,1,90
51807,Jalebi,Sweets,3,40
51808,Pesarattu,Breakfast,2,80
51808,Cold coffee,Chai & coffee,1,90
51809,Idli,Breakfast,2,50
51809,Misal pav,Breakfast,2,90
51810,Sandwich,Snacks,2,70
51810,Upma,Breakfast,2,60
51810,Idli,Breakfast,3,50
51811,Poha,Breakfast,2,60
51811,Vada pav,Snacks,2,30
51812,Misal pav,Breakfast,1,90
51812,Vada pav,Snacks,1,30
51812,Cold coffee,Chai & coffee,1,90
51812,Jalebi,Sweets,1,40
51813,Jalebi,Sweets,1,40
51813,Cold coffee,Chai & coffee,1,90
51813,Filter coffee,Chai & coffee,1,40
51814,Poha,Breakfast,1,60
51814,Masala dosa,Breakfast,1,90
51814,Pesarattu,Breakfast,1,80
51815,Idli,Breakfast,1,50
51815,Poha,Breakfast,1,60
51815,Masala chai,Chai & coffee,1,30
51815,Vada pav,Snacks,1,30
51815,Upma,Breakfast,1,60
51816,Poha,Breakfast,1,60
51816,Pesarattu,Breakfast,2,80
51816,Jalebi,Sweets,1,40
51816,Misal pav,Breakfast,1,90
51816,Upma,Breakfast,1,60
51817,Masala chai,Chai & coffee,3,30
51817,Masala dosa,Breakfast,1,90
51817,Idli,Breakfast,2,50
51818,Cold coffee,Chai & coffee,2,90
51818,Orange juice,Juice,1,70
51819,Masala dosa,Breakfast,1,90
51819,Upma,Breakfast,1,60
51820,Masala dosa,Breakfast,2,90
51820,Filter coffee,Chai & coffee,2,40
51820,Idli,Breakfast,2,50
51821,Idli,Breakfast,2,50
51821,Masala dosa,Breakfast,3,90
51822,Orange juice,Juice,3,70
51822,Cold coffee,Chai & coffee,2,90
51823,Poha,Breakfast,2,60
51824,Masala chai,Chai & coffee,1,30
51824,Poha,Breakfast,1,60
51824,Cold coffee,Chai & coffee,2,90
51825,Idli,Breakfast,1,50
51825,Pesarattu,Breakfast,2,80
51826,Filter coffee,Chai & coffee,1,40
51827,Orange juice,Juice,3,70
51828,Pesarattu,Breakfast,1,80
51829,Filter coffee,Chai & coffee,1,40
51830,Idli,Breakfast,2,50
51831,Filter coffee,Chai & coffee,1,40
51832,Pesarattu,Breakfast,2,80
51832,Cold coffee,Chai & coffee,3,90
51832,Upma,Breakfast,1,60
51833,Poha,Breakfast,3,60
51833,Cold coffee,Chai & coffee,1,90
51833,Misal pav,Breakfast,1,90
51834,Idli,Breakfast,3,50
51835,Poha,Breakfast,2,60
51835,Vada pav,Snacks,2,30
51836,Poha,Breakfast,3,60
51837,Misal pav,Breakfast,3,90
51838,Vada pav,Snacks,3,30
51839,Poha,Breakfast,1,60
51840,Vada pav,Snacks,1,30
51841,Misal pav,Breakfast,3,90
51842,Orange juice,Juice,2,70
51842,Idli,Breakfast,2,50
51843,Orange juice,Juice,2,70
51844,Masala chai,Chai & coffee,3,30
51844,Filter coffee,Chai & coffee,3,40
51845,Cold coffee,Chai & coffee,2,90
51846,Masala chai,Chai & coffee,2,30
51847,Vada pav,Snacks,1,30
51848,Masala chai,Chai & coffee,1,30
51848,Cold coffee,Chai & coffee,3,90
51849,Pesarattu,Breakfast,1,80
51849,Jalebi,Sweets,1,40
51849,Masala dosa,Breakfast,1,90
51849,Misal pav,Breakfast,1,90
51850,Masala chai,Chai & coffee,1,30
51850,Misal pav,Breakfast,2,90
51850,Masala dosa,Breakfast,1,90
51850,Poha,Breakfast,1,60
51851,Poha,Breakfast,1,60
51851,Misal pav,Breakfast,1,90
51851,Masala chai,Chai & coffee,1,30
51851,Jalebi,Sweets,1,40
51852,Misal pav,Breakfast,1,90
51852,Masala chai,Chai & coffee,1,30
51852,Vada pav,Snacks,1,30
51852,Idli,Breakfast,1,50
51852,Sandwich,Snacks,1,70
51853,Orange juice,Juice,1,70
51853,Misal pav,Breakfast,1,90
51853,Poha,Breakfast,1,60
51853,Jalebi,Sweets,1,40
51853,Filter coffee,Chai & coffee,1,40
51854,Jalebi,Sweets,1,40
51854,Poha,Breakfast,1,60
51854,Misal pav,Breakfast,1,90
51855,Misal pav,Breakfast,2,90
51855,Cold coffee,Chai & coffee,1,90
51855,Masala chai,Chai & coffee,1,30
51855,Poha,Breakfast,1,60
51855,Masala dosa,Breakfast,1,90
51856,Pesarattu,Breakfast,1,80
51856,Misal pav,Breakfast,1,90
51856,Orange juice,Juice,1,70
51856,Upma,Breakfast,1,60
51857,Misal pav,Breakfast,1,90
51857,Cold coffee,Chai & coffee,1,90
51857,Pesarattu,Breakfast,1,80
51857,Poha,Breakfast,1,60
51857,Jalebi,Sweets,1,40
51858,Vada pav,Snacks,1,30
51858,Upma,Breakfast,1,60
51858,Misal pav,Breakfast,1,90
51858,Filter coffee,Chai & coffee,1,40
51859,Misal pav,Breakfast,1,90
51859,Vada pav,Snacks,1,30
51859,Poha,Breakfast,1,60
51859,Filter coffee,Chai & coffee,1,40
51859,Cold coffee,Chai & coffee,1,90
51860,Masala dosa,Breakfast,3,90
51860,Upma,Breakfast,2,60
51861,Poha,Breakfast,1,60
51861,Masala dosa,Breakfast,1,90
51861,Pesarattu,Breakfast,1,80
51862,Poha,Breakfast,1,60
51862,Masala dosa,Breakfast,1,90
51862,Filter coffee,Chai & coffee,1,40
51863,Poha,Breakfast,3,60
51863,Masala dosa,Breakfast,1,90
51864,Filter coffee,Chai & coffee,1,40
51864,Jalebi,Sweets,3,40
51864,Orange juice,Juice,1,70
51865,Masala dosa,Breakfast,2,90
51865,Upma,Breakfast,1,60
51865,Vada pav,Snacks,1,30
51865,Filter coffee,Chai & coffee,2,40
51866,Jalebi,Sweets,2,40
51867,Cold coffee,Chai & coffee,3,90
51868,Vada pav,Snacks,1,30
51868,Jalebi,Sweets,2,40
51868,Filter coffee,Chai & coffee,1,40
51869,Poha,Breakfast,3,60
51870,Filter coffee,Chai & coffee,1,40
51870,Cold coffee,Chai & coffee,3,90
51871,Filter coffee,Chai & coffee,1,40
51872,Vada pav,Snacks,1,30
51872,Cold coffee,Chai & coffee,1,90
51873,Filter coffee,Chai & coffee,1,40
51873,Misal pav,Breakfast,1,90
51873,Masala dosa,Breakfast,1,90
51873,Orange juice,Juice,2,70
51874,Jalebi,Sweets,2,40
51874,Pesarattu,Breakfast,2,80
51875,Pesarattu,Breakfast,1,80
51876,Jalebi,Sweets,1,40
51876,Poha,Breakfast,1,60
51877,Misal pav,Breakfast,1,90
51878,Upma,Breakfast,2,60
51879,Pesarattu,Breakfast,3,80
51880,Idli,Breakfast,2,50
51881,Filter coffee,Chai & coffee,2,40
51882,Cold coffee,Chai & coffee,1,90
51882,Jalebi,Sweets,1,40
51882,Filter coffee,Chai & coffee,1,40
51883,Misal pav,Breakfast,1,90
51883,Sandwich,Snacks,1,70
51884,Upma,Breakfast,2,60
51885,Poha,Breakfast,1,60
51886,Misal pav,Breakfast,2,90
51886,Filter coffee,Chai & coffee,1,40
51886,Vada pav,Snacks,3,30
51887,Vada pav,Snacks,3,30
51888,Poha,Breakfast,2,60
51889,Pesarattu,Breakfast,1,80
51890,Vada pav,Snacks,1,30
51890,Poha,Breakfast,2,60
51891,Cold coffee,Chai & coffee,2,90
51891,Jalebi,Sweets,2,40
51892,Upma,Breakfast,1,60
51893,Filter coffee,Chai & coffee,2,40
51894,Poha,Breakfast,1,60
51895,Poha,Breakfast,1,60
51895,Misal pav,Breakfast,2,90
51895,Jalebi,Sweets,1,40
51896,Cold coffee,Chai & coffee,1,90
51896,Jalebi,Sweets,1,40
51896,Upma,Breakfast,1,60
51896,Masala chai,Chai & coffee,1,30
51897,Sandwich,Snacks,1,70
51897,Poha,Breakfast,1,60
51897,Misal pav,Breakfast,1,90
51897,Masala chai,Chai & coffee,1,30
51898,Poha,Breakfast,1,60
51898,Masala chai,Chai & coffee,1,30
51899,Cold coffee,Chai & coffee,1,90
51899,Masala dosa,Breakfast,1,90
51899,Pesarattu,Breakfast,1,80
51900,Misal pav,Breakfast,1,90
51900,Masala chai,Chai & coffee,1,30
51900,Filter coffee,Chai & coffee,1,40
51900,Poha,Breakfast,1,60
51900,Sandwich,Snacks,1,70
51901,Poha,Breakfast,1,60
51901,Idli,Breakfast,2,50
51901,Masala chai,Chai & coffee,1,30
51902,Jalebi,Sweets,1,40
51902,Upma,Breakfast,1,60
51902,Poha,Breakfast,1,60
51903,Cold coffee,Chai & coffee,1,90
51903,Jalebi,Sweets,1,40
51903,Sandwich,Snacks,1,70
51903,Poha,Breakfast,1,60
51903,Misal pav,Breakfast,1,90
51904,Misal pav,Breakfast,1,90
51905,Misal pav,Breakfast,1,90
51905,Orange juice,Juice,1,70
51906,Masala dosa,Breakfast,1,90
51906,Filter coffee,Chai & coffee,1,40
51906,Poha,Breakfast,2,60
51907,Masala chai,Chai & coffee,1,30
51907,Misal pav,Breakfast,1,90
51908,Masala dosa,Breakfast,1,90
51908,Vada pav,Snacks,1,30
51909,Cold coffee,Chai & coffee,1,90
51909,Poha,Breakfast,2,60
51910,Pesarattu,Breakfast,2,80
51910,Vada pav,Snacks,2,30
51911,Vada pav,Snacks,1,30
51912,Masala dosa,Breakfast,1,90
51912,Pesarattu,Breakfast,2,80
51912,Misal pav,Breakfast,1,90
51912,Masala chai,Chai & coffee,1,30
51913,Pesarattu,Breakfast,2,80
51914,Masala dosa,Breakfast,1,90
51914,Sandwich,Snacks,1,70
51914,Masala chai,Chai & coffee,1,30
51914,Pesarattu,Breakfast,2,80
51915,Cold coffee,Chai & coffee,2,90
51915,Pesarattu,Breakfast,2,80
51916,Upma,Breakfast,1,60
51917,Upma,Breakfast,1,60
51917,Pesarattu,Breakfast,2,80
51918,Sandwich,Snacks,3,70
51918,Orange juice,Juice,2,70
51918,Cold coffee,Chai & coffee,1,90
51919,Pesarattu,Breakfast,1,80
51920,Pesarattu,Breakfast,1,80
51921,Idli,Breakfast,1,50
51921,Jalebi,Sweets,1,40
51922,Masala dosa,Breakfast,1,90
51922,Idli,Breakfast,1,50
51922,Filter coffee,Chai & coffee,1,40
51923,Filter coffee,Chai & coffee,1,40
51923,Orange juice,Juice,1,70
51924,Masala chai,Chai & coffee,1,30
51925,Masala chai,Chai & coffee,1,30
51925,Idli,Breakfast,1,50
51926,Masala dosa,Breakfast,1,90
51927,Idli,Breakfast,2,50
51928,Cold coffee,Chai & coffee,1,90
51928,Vada pav,Snacks,2,30
51929,Poha,Breakfast,3,60
51929,Vada pav,Snacks,2,30
51930,Upma,Breakfast,2,60
51930,Poha,Breakfast,3,60
51931,Vada pav,Snacks,1,30
51931,Idli,Breakfast,2,50
51932,Masala dosa,Breakfast,1,90
51933,Masala chai,Chai & coffee,3,30
51934,Orange juice,Juice,1,70
51934,Masala dosa,Breakfast,3,90
51934,Jalebi,Sweets,3,40
51935,Cold coffee,Chai & coffee,1,90
51936,Vada pav,Snacks,2,30
51936,Idli,Breakfast,2,50
51937,Jalebi,Sweets,2,40
51938,Poha,Breakfast,3,60
51939,Sandwich,Snacks,2,70
51940,Cold coffee,Chai & coffee,1,90
51940,Misal pav,Breakfast,1,90
51940,Poha,Breakfast,1,60
51940,Sandwich,Snacks,1,70
51941,Orange juice,Juice,1,70
51941,Vada pav,Snacks,1,30
51941,Masala chai,Chai & coffee,1,30
51942,Sandwich,Snacks,1,70
51942,Filter coffee,Chai & coffee,1,40
51942,Poha,Breakfast,1,60
51943,Poha,Breakfast,1,60
51943,Masala chai,Chai & coffee,1,30
51943,Misal pav,Breakfast,1,90
51944,Orange juice,Juice,1,70
51944,Jalebi,Sweets,1,40
51944,Pesarattu,Breakfast,1,80
51944,Misal pav,Breakfast,1,90
51945,Misal pav,Breakfast,1,90
51945,Poha,Breakfast,1,60
51945,Upma,Breakfast,1,60
51946,Poha,Breakfast,1,60
51946,Idli,Breakfast,1,50
51946,Misal pav,Breakfast,1,90
51946,Masala chai,Chai & coffee,1,30
51946,Filter coffee,Chai & coffee,1,40
51947,Upma,Breakfast,1,60
51947,Poha,Breakfast,1,60
51947,Idli,Breakfast,1,50
51948,Misal pav,Breakfast,1,90
51948,Poha,Breakfast,1,60
51948,Masala dosa,Breakfast,1,90
51948,Sandwich,Snacks,1,70
51949,Masala chai,Chai & coffee,1,30
51950,Vada pav,Snacks,1,30
51950,Upma,Breakfast,1,60
51950,Filter coffee,Chai & coffee,1,40
51950,Masala dosa,Breakfast,1,90
51951,Idli,Breakfast,1,50
51951,Masala dosa,Breakfast,2,90
51951,Misal pav,Breakfast,1,90
51952,Vada pav,Snacks,2,30
51952,Upma,Breakfast,2,60
51953,Jalebi,Sweets,1,40
51954,Cold coffee,Chai & coffee,1,90
51954,Masala dosa,Breakfast,1,90
51954,Vada pav,Snacks,1,30
51955,Masala chai,Chai & coffee,2,30
51955,Filter coffee,Chai & coffee,1,40
51955,Masala dosa,Breakfast,3,90
51956,Masala chai,Chai & coffee,3,30
51956,Filter coffee,Chai & coffee,1,40
51956,Upma,Breakfast,3,60
51957,Masala dosa,Breakfast,2,90
51957,Jalebi,Sweets,1,40
51957,Pesarattu,Breakfast,1,80
51957,Misal pav,Breakfast,1,90
51958,Vada pav,Snacks,1,30
51958,Cold coffee,Chai & coffee,1,90
51958,Idli,Breakfast,1,50
51959,Poha,Breakfast,2,60
51960,Pesarattu,Breakfast,2,80
51960,Upma,Breakfast,1,60
51961,Upma,Breakfast,2,60
51962,Upma,Breakfast,2,60
51962,Poha,Breakfast,1,60
